category,processed_message
spam,one registered subscribers u enter draw 4 100 gift voucher replying enter unsubscribe text stop
ham,dear hero leaving qatar tonite apt keep touch lt email gt kerala
ham,2 sleeping bags 1 blanket paper phone details anything else
ham,real baby want bring inner tigress
ham,weather
ham,meant calculation lt gt units lt gt school really expensive started practicing accent important decided 4years dental school nmde exam
ham,hi shanil rakhesh exchanged uncut diamond back excellent service dino prem
ham,regret inform u nhs made never actually report 2 yor local hospital 2b r sorry 4 inconvenience
spam,tried contact response offer new nokia fone camcorder hit reply call 08000930705 delivery
spam,specially selected receive 3000 award call 08712402050 lines close cost 10ppm cs apply ag promo
ham,also da feel yesterday night wait til 2day night dear
spam,bored housewives chat n date rate landlines
ham,sorry da today wont come play driving clas
ham,great hope using connections mode men also cos never know old friends lead today
ham,fine remember
ham,well babe swollen glands throat end
ham,also remember beads come ever
ham,bill 3 thats bad
ham,love set soul fire spark flame big rawring flame xoxo
ham,yes completely form clark also utter waste
ham,lol please actually send pic right wan na see pose comb hair dryer something
ham,k 4
ham,kallis wont bat 2nd innings
ham,anyway think secure anything lem know want drive south chill
ham,oh forwarded message thought send
ham,hi di yijue meeting 7 pm esaplanade tonight
ham,arrived see couple days lt 3
ham,fishrman woke early mrng dark waited amp found sack ful stones strtd throwin thm in2 sea 2 pass time atlast jus 1stone sun rose amp found tht r nt stones diamonds moral dont wake early mrng good night
ham,okie
spam,dont forget place many free requests wish information call 08707808226
ham,u mean u almost done done wif sleeping tot u going take nap yup send liao picking ard 4 smth lor
ham,goin workout lor muz lose e fats
ham,check mailed varma kept copy regarding allah
spam,guaranteed latest nokia phone 40gb ipod mp3 player prize txt word collect 83355 ibhltd ldnw15h
ham,ok let u noe leave house
ham,yet chikku k wat abt tht guy stopped irritating msging u
ham,goodmorning today late lt decimal gt min
ham,sea lays rock rock envelope envelope paper paper 3 words
ham,would smoking help us work difficult time
ham,shall bring us bottle wine keep us amused joking bring one anyway
ham,fear fainting housework quick cuppa
ham,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack jokes
ham,message responce happend
ham,thank way lost
ham,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody 4 loko night
spam,12mths half price orange line rental 400mins call mobileupd8 08000839402
spam,today offer claim ur worth discount vouchers text yes 85023 savamob member offers mobile cs 08717898035 sub 16 unsub reply x
spam,auction round highest bid next maximum bid bid send bids 10 bid good luck
ham,looking forward sex cuddling two sleeps
ham,uploaded mine facebook
ham,sounds good keep posted
ham,check got detailed message
ham,mine like fr china noisy
ham,oic better quickly go bathe n settle
ham,yup
spam,win urgent mobile number awarded prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
ham,one slice one breadstick lol
spam,private 2003 account statement 07815296484 shows 800 points call 08718738001 identifier code 41782 expires
spam,urgent trying contact last weekends draw shows u prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm
ham,worries hope photo shoot went well spiffing fun workage
ham,feel like dick keep sleeping texts facebook messages sup town
spam,hear new divorce barbie comes ken stuff
ham,yay better told 5 girls either
ham,dun believe thk u told
ham,list buyers
ham,u know stubborn even want go hospital kept telling mark weak sucker hospitals weak suckers
ham,plz tell ans bslvyl sent via
ham,r stayin extra week back next rugby weekend hi c u soon
ham,ok cool see ya
ham,okay thought expert
ham,part tomorrow
ham,havent planning buy later check already lido got 530 show e afternoon u finish work already
ham,check nuerologist
ham,whatever im pretty pissed
spam,sim subscriber selected receive bonus get delivered door txt word ok 88600 claim exp 30apr
ham,nope meanwhile talk say make greet
ham,available like right around hillsborough amp lt gt th
ham,long fuckin showr
ham,sorry call later
ham,sister law hope great month saying hey abiola
spam,loan purpose homeowners tenants welcome previously refused still help call free 0800 1956669 text back
ham,hey congrats 2u2 id luv 2 ive 2 go home
spam,u bin awarded play 4 instant cash call 08715203028 claim every 9th player wins min optout 08718727870
ham,k jason says gon na around around lt gt
ham,creep
ham,hi durban still number
ham,felt conveying reason ese
spam,lets send free anonymous masked messages im sending message see potential abuse
ham,r home come within 5 min
ham,k want us come
ham,looked addie goes back monday sucks
ham,nah ca help never iphone
ham,wonder phone battery went dead tell love babe
spam,credits topped http renewal pin tgxxrz
ham,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call love xxx
ham,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
ham,dear reach
ham,awesome plan get time like lt gt text details wee bit
ham,well general price lt gt let know much want
ham,hey late amk need drink tea coffee
spam,please call customer service representative 0800 169 6031 guaranteed cash prize
spam,last chance claim ur worth discount vouchers today text shop 85023 savamob offers mobile cs savamob pobox84 m263uz sub 16
ham,alex nichols middle school turns dealing
ham,greetings consider excused
ham,actually nvm got hella cash still lt gt ish
ham,ü wan 2 meet n combine parts da rest da project going
ham,ok come n pick u engin
spam,2nd time tried 2 contact u 750 pound prize 2 claim easy call 08712101358 10p per min
ham,told going got drunk
ham,k k watch films
ham,nope c ü
ham,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
ham,valentine game send dis msg ur friends 5 answers r someone really loves colour suits best rply
ham,squeeeeeze christmas hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucky none people hate u
ham,ok need tell anything going sleep good night
ham,hey elaine today meeting still
ham,anytime best
spam,free msg get gnarls barkleys crazy ringtone totally free reply go message right
ham,coming day class
ham,tell drug dealer getting impatient
ham,work please call
ham,lol hot air balloon
ham,current food alone also
ham,great princess thinking
ham,check rooms befor activities
ham,get tomorrow send
ham,fuck cedar key fuck come anyway tho
ham,sounds like plan cardiff still still cold sitting radiator
spam,win newest potter order phoenix book 5 reply harry answer 5 questions chance first among readers
ham,sounds like many talents would like go dinner date next week
ham,hey missed tm last night phone charge smiles meeting friend shortly
ham,gon na worry nothing wo give money use
ham,go walmart stay
spam,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 sp tyrone
spam,freemsg feelin kinda lnly hope u like 2 keep company jst got cam moby wan na c pic txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
ham,gon na get rimac access
ham,home
ham,aight let know gon na around usf
ham,hi please get lt gt dollar loan pay back mid february pls
ham,havent mus ask u 1st wat meet 4 lunch den u n meet already lor u wan 2 go ask da ge 1st confirm w asap
spam,freemsg replied text randy sexy female live local luv hear netcollex ltd 08700621170150p per msg reply stop end
ham,table occupied waiting tree
ham,wat time u finish ur lect today
ham,izzit still raining
ham,uncle boye need movies oh guide plus know torrents particularly legal system slowing gr8 day plus started cos dont meet online honey moon
ham,tiwary bang kochi
ham,thinl role like standing others hit
ham,get gandhipuram walk cross cut road right side lt gt street road turn first right
ham,yeah class
ham,haha think
ham,holding
ham,sorry call later
ham,today workin free oso gee thgt u workin ur fren shop
ham,ok set let u noe e details later
ham,prabha soryda realy frm heart sory
ham,ups 3days also shipping company takes 2wks way usps takes week gets lag may bribe nipost get stuff
spam,freemsg records indicate may entitled 3750 pounds accident claim free reply yes msg opt text stop
ham,awesome lem know whenever around
ham,nope waiting sch 4 daddy
ham,da whats plan
ham,come home want u miserable
ham,sounds gd haha wah u yan jiu fast liao
ham,meet library
ham,
ham,6 good combination
ham,omg want scream weighed lost weight woohoo
ham,wot u 2 thout u gon na call txt bak luv k
ham,hey anyway
ham,love decision feeling could decide love life would much simpler less magical
ham,getting tickets 4 walsall tue 6 th march mate getting sat ill pay treat want 2 go txt bak
ham,cant pick phone right pls send message
ham,u gd lor go shopping got stuff u wan 2 watch infernal affairs come lar
ham,honey sweetheart darling sexy buns sugar plum loverboy miss boytoy smacks ass go gym
ham,good good billy mates gone jogging enjoy concert
ham,dnt wnt tlk wid u
ham,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp worry
ham,going take bath ill place key window
ham,sorry call later meeting thing related trade please call arul lt gt
ham,faith makes things possible hope makes things work love makes things beautiful may three christmas merry christmas
ham,hi hope ur day good back walk table booked half eight let know ur coming
ham,meeting call later
ham,happen tell truth
ham,sent
ham,hey babe u doin wot u 2 2nite love annie x
ham,waiting e car dat bored wat cos wait outside got nothing 2 home stuff watch tv wat
ham,lol would despite cramps like girl
ham,ü pay first lar da stock comin
spam,valued vodafone customer computer picked win prize collect easy call 09061743386
spam,money r lucky winner 2 claim prize text money 2 88600 give away text rate box403 w1t1jy
